seat_config,class_size,rho0,delta_lambda,trial,status,completed_at
random,128,0.6,0.3,12,done,2026-07-24T06:16:51.492
random,128,0.6,0.4,12,done,2026-07-24T06:18:41.601
random,32,0.7,0.0,12,done,2026-07-24T06:18:41.810
random,32,0.7,0.1,12,done,2026-07-24T06:18:42.169
random,32,0.7,0.2,12,done,2026-07-24T06:18:42.294
random,32,0.7,0.3,12,done,2026-07-24T06:18:42.643
random,32,0.7,0.4,12,done,2026-07-24T06:18:42.815
random,48,0.7,0.0,12,done,2026-07-24T06:18:54.195
random,48,0.7,0.1,12,done,2026-07-24T06:19:01.487
random,48,0.7,0.2,12,done,2026-07-24T06:19:06.042
random,48,0.7,0.3,12,done,2026-07-24T06:19:11.881
random,48,0.7,0.4,12,done,2026-07-24T06:19:19.118
random,64,0.7,0.0,12,done,2026-07-24T06:19:28.853
random,64,0.7,0.1,12,done,2026-07-24T06:19:37.566
random,64,0.7,0.2,12,done,2026-07-24T06:19:45.458
random,64,0.7,0.3,12,done,2026-07-24T06:19:58.420
random,64,0.7,0.4,12,done,2026-07-24T06:20:12.031
random,96,0.7,0.0,12,done,2026-07-24T06:20:40.127
random,96,0.7,0.1,12,done,2026-07-24T06:21:17.600
random,96,0.7,0.2,12,done,2026-07-24T06:21:56.533
random,96,0.7,0.3,12,done,2026-07-24T06:23:01.269
random,96,0.7,0.4,12,done,2026-07-24T06:23:38.882
random,128,0.7,0.0,12,done,2026-07-24T06:24:14.870
random,128,0.7,0.1,12,done,2026-07-24T06:25:07.697
random,128,0.7,0.2,12,done,2026-07-24T06:26:14.899
random,128,0.7,0.3,12,done,2026-07-24T06:28:02.001
random,128,0.7,0.4,12,done,2026-07-24T06:29:53.217
random,32,0.8,0.0,12,done,2026-07-24T06:29:53.381
random,32,0.8,0.1,12,done,2026-07-24T06:29:53.643
random,32,0.8,0.2,12,done,2026-07-24T06:29:53.765
random,32,0.8,0.3,12,done,2026-07-24T06:29:54.072
random,32,0.8,0.4,12,done,2026-07-24T06:29:54.220
random,48,0.8,0.0,12,done,2026-07-24T06:30:00.047
random,48,0.8,0.1,12,done,2026-07-24T06:30:09.524
random,48,0.8,0.2,12,done,2026-07-24T06:30:17.128
random,48,0.8,0.3,12,done,2026-07-24T06:30:21.758
random,48,0.8,0.4,12,done,2026-07-24T06:30:28.902
random,64,0.8,0.0,12,done,2026-07-24T06:30:39.862
random,64,0.8,0.1,12,done,2026-07-24T06:30:49.382
random,64,0.8,0.2,12,done,2026-07-24T06:30:57.996
random,64,0.8,0.3,12,done,2026-07-24T06:31:08.928
random,64,0.8,0.4,12,done,2026-07-24T06:31:22.202
random,96,0.8,0.0,12,done,2026-07-24T06:31:52.178
random,96,0.8,0.1,12,done,2026-07-24T06:32:28.035
random,96,0.8,0.2,12,done,2026-07-24T06:33:10.242
random,96,0.8,0.3,12,done,2026-07-24T06:34:16.099
random,96,0.8,0.4,12,done,2026-07-24T06:34:56.682
random,128,0.8,0.0,12,done,2026-07-24T06:35:33.240
random,128,0.8,0.1,12,done,2026-07-24T06:36:36.279
random,128,0.8,0.2,12,done,2026-07-24T06:37:43.005
random,128,0.8,0.3,12,done,2026-07-24T06:39:29.034
random,128,0.8,0.4,12,done,2026-07-24T06:41:16.265
random,32,0.9,0.0,12,done,2026-07-24T06:41:16.605
random,32,0.9,0.1,12,done,2026-07-24T06:41:16.761
random,32,0.9,0.2,12,done,2026-07-24T06:41:17.104
random,32,0.9,0.3,12,done,2026-07-24T06:41:17.262
random,32,0.9,0.4,12,done,2026-07-24T06:41:17.651
random,48,0.9,0.0,12,done,2026-07-24T06:41:24.623
random,48,0.9,0.1,12,done,2026-07-24T06:41:35.035
random,48,0.9,0.2,12,done,2026-07-24T06:41:38.532
random,48,0.9,0.3,12,done,2026-07-24T06:41:42.597
random,48,0.9,0.4,12,done,2026-07-24T06:41:46.217
random,64,0.9,0.0,12,done,2026-07-24T06:41:59.072
random,64,0.9,0.1,12,done,2026-07-24T06:42:09.568
random,64,0.9,0.2,12,done,2026-07-24T06:42:20.149
random,64,0.9,0.3,12,done,2026-07-24T06:42:29.771
random,64,0.9,0.4,12,done,2026-07-24T06:42:39.253
random,96,0.9,0.0,12,done,2026-07-24T06:43:06.269
random,96,0.9,0.1,12,done,2026-07-24T06:43:37.596
random,96,0.9,0.2,12,done,2026-07-24T06:44:30.242
random,96,0.9,0.3,12,done,2026-07-24T06:45:26.258
random,96,0.9,0.4,12,done,2026-07-24T06:46:03.908
random,128,0.9,0.0,12,done,2026-07-24T06:46:32.474
random,128,0.9,0.1,12,done,2026-07-24T06:47:19.826
random,128,0.9,0.2,12,done,2026-07-24T06:48:13.633
random,128,0.9,0.3,12,done,2026-07-24T06:49:49.946
random,128,0.9,0.4,12,done,2026-07-24T06:51:54.052
random,32,1.0,0.0,12,done,2026-07-24T06:51:54.351
random,32,1.0,0.1,12,done,2026-07-24T06:51:54.660
random,32,1.0,0.2,12,done,2026-07-24T06:51:54.982
random,32,1.0,0.3,12,done,2026-07-24T06:51:55.231
random,32,1.0,0.4,12,done,2026-07-24T06:51:55.401
random,48,1.0,0.0,12,done,2026-07-24T06:52:07.135
random,48,1.0,0.1,12,done,2026-07-24T06:52:13.334
random,48,1.0,0.2,12,done,2026-07-24T06:52:18.906
random,48,1.0,0.3,12,done,2026-07-24T06:52:23.191
random,48,1.0,0.4,12,done,2026-07-24T06:52:27.822
random,64,1.0,0.0,12,done,2026-07-24T06:52:40.066
random,64,1.0,0.1,12,done,2026-07-24T06:52:55.889
random,64,1.0,0.2,12,done,2026-07-24T06:53:08.309
random,64,1.0,0.3,12,done,2026-07-24T06:53:17.362
random,64,1.0,0.4,12,done,2026-07-24T06:53:26.071
random,96,1.0,0.0,12,done,2026-07-24T06:53:58.145
random,96,1.0,0.1,12,done,2026-07-24T06:54:33.856
random,96,1.0,0.2,12,done,2026-07-24T06:55:25.377
random,96,1.0,0.3,12,done,2026-07-24T06:56:19.151
random,96,1.0,0.4,12,done,2026-07-24T06:57:05.604
random,128,1.0,0.0,12,done,2026-07-24T06:58:34.705
random,128,1.0,0.1,12,done,2026-07-24T07:00:08.599
random,128,1.0,0.2,12,done,2026-07-24T07:01:03.807
random,128,1.0,0.3,12,done,2026-07-24T07:01:47.785
random,128,1.0,0.4,12,done,2026-07-24T07:02:57.214
outer_corner,32,0.1,0.0,13,done,2026-07-24T07:02:57.490
outer_corner,32,0.1,0.1,13,done,2026-07-24T07:02:57.853
outer_corner,32,0.1,0.2,13,done,2026-07-24T07:02:58.177
outer_corner,32,0.1,0.3,13,done,2026-07-24T07:02:58.495
outer_corner,32,0.1,0.4,13,done,2026-07-24T07:02:58.659
outer_corner,48,0.1,0.0,13,done,2026-07-24T07:03:09.343
outer_corner,48,0.1,0.1,13,done,2026-07-24T07:03:22.216
outer_corner,48,0.1,0.2,13,done,2026-07-24T07:03:34.190
outer_corner,48,0.1,0.3,13,done,2026-07-24T07:03:42.755
outer_corner,48,0.1,0.4,13,done,2026-07-24T07:03:48.519
outer_corner,64,0.1,0.0,13,done,2026-07-24T07:04:02.712
outer_corner,64,0.1,0.1,13,done,2026-07-24T07:04:13.436
outer_corner,64,0.1,0.2,13,done,2026-07-24T07:04:33.656
outer_corner,64,0.1,0.3,13,done,2026-07-24T07:04:50.288
outer_corner,64,0.1,0.4,13,done,2026-07-24T07:05:01.028
outer_corner,96,0.1,0.0,13,done,2026-07-24T07:05:34.535
outer_corner,96,0.1,0.1,13,done,2026-07-24T07:06:14.094
outer_corner,96,0.1,0.2,13,done,2026-07-24T07:06:43.880
outer_corner,96,0.1,0.3,13,done,2026-07-24T07:07:28.467
outer_corner,96,0.1,0.4,13,done,2026-07-24T07:08:25.191
outer_corner,128,0.1,0.0,13,done,2026-07-24T07:10:30.828
outer_corner,128,0.1,0.1,13,done,2026-07-24T07:11:54.085
outer_corner,128,0.1,0.2,13,done,2026-07-24T07:12:57.227
outer_corner,128,0.1,0.3,13,done,2026-07-24T07:14:18.609
outer_corner,128,0.1,0.4,13,done,2026-07-24T07:17:08.183
outer_corner,32,0.2,0.0,13,done,2026-07-24T07:17:08.515
outer_corner,32,0.2,0.1,13,done,2026-07-24T07:17:08.823
outer_corner,32,0.2,0.2,13,done,2026-07-24T07:17:09.094
outer_corner,32,0.2,0.3,13,done,2026-07-24T07:17:09.389
outer_corner,32,0.2,0.4,13,done,2026-07-24T07:17:09.677
outer_corner,48,0.2,0.0,13,done,2026-07-24T07:17:19.253
outer_corner,48,0.2,0.1,13,done,2026-07-24T07:17:25.508
outer_corner,48,0.2,0.2,13,done,2026-07-24T07:17:32.280
outer_corner,48,0.2,0.3,13,done,2026-07-24T07:17:42.389
outer_corner,48,0.2,0.4,13,done,2026-07-24T07:17:52.021
outer_corner,64,0.2,0.0,13,done,2026-07-24T07:18:05.512
outer_corner,64,0.2,0.1,13,done,2026-07-24T07:18:13.009
outer_corner,64,0.2,0.2,13,done,2026-07-24T07:18:23.965
outer_corner,64,0.2,0.3,13,done,2026-07-24T07:18:38.439
outer_corner,64,0.2,0.4,13,done,2026-07-24T07:18:52.541
outer_corner,96,0.2,0.0,13,done,2026-07-24T07:19:20.390
outer_corner,96,0.2,0.1,13,done,2026-07-24T07:19:58.437
outer_corner,96,0.2,0.2,13,done,2026-07-24T07:20:34.554
outer_corner,96,0.2,0.3,13,done,2026-07-24T07:21:18.682
outer_corner,96,0.2,0.4,13,done,2026-07-24T07:22:12.472
outer_corner,128,0.2,0.0,13,done,2026-07-24T07:23:44.459
outer_corner,128,0.2,0.1,13,done,2026-07-24T07:24:35.995
outer_corner,128,0.2,0.2,13,done,2026-07-24T07:25:26.320
outer_corner,128,0.2,0.3,13,done,2026-07-24T07:27:07.278
outer_corner,128,0.2,0.4,13,done,2026-07-24T07:29:13.962
outer_corner,32,0.3,0.0,13,done,2026-07-24T07:29:14.239
outer_corner,32,0.3,0.1,13,done,2026-07-24T07:29:14.395
outer_corner,32,0.3,0.2,13,done,2026-07-24T07:29:14.698
outer_corner,32,0.3,0.3,13,done,2026-07-24T07:29:14.987
outer_corner,32,0.3,0.4,13,done,2026-07-24T07:29:15.291
outer_corner,48,0.3,0.0,13,done,2026-07-24T07:29:23.653
outer_corner,48,0.3,0.1,13,done,2026-07-24T07:29:30.105
outer_corner,48,0.3,0.2,13,done,2026-07-24T07:29:36.236
outer_corner,48,0.3,0.3,13,done,2026-07-24T07:29:42.405
outer_corner,48,0.3,0.4,13,done,2026-07-24T07:29:48.831
outer_corner,64,0.3,0.0,13,done,2026-07-24T07:29:59.560
outer_corner,64,0.3,0.1,13,done,2026-07-24T07:30:11.407
outer_corner,64,0.3,0.2,13,done,2026-07-24T07:30:24.150
outer_corner,64,0.3,0.3,13,done,2026-07-24T07:30:37.603
outer_corner,64,0.3,0.4,13,done,2026-07-24T07:30:51.630
outer_corner,96,0.3,0.0,13,done,2026-07-24T07:31:23.967
outer_corner,96,0.3,0.1,13,done,2026-07-24T07:31:58.375
outer_corner,96,0.3,0.2,13,done,2026-07-24T07:32:51.585
outer_corner,96,0.3,0.3,13,done,2026-07-24T07:33:39.879
outer_corner,96,0.3,0.4,13,done,2026-07-24T07:34:23.860
outer_corner,128,0.3,0.0,13,done,2026-07-24T07:35:50.670
outer_corner,128,0.3,0.1,13,done,2026-07-24T07:36:44.026
outer_corner,128,0.3,0.2,13,done,2026-07-24T07:37:29.826
outer_corner,128,0.3,0.3,13,done,2026-07-24T07:39:13.728
outer_corner,128,0.3,0.4,13,done,2026-07-24T07:41:21.204
outer_corner,32,0.4,0.0,13,done,2026-07-24T07:41:25.450
outer_corner,32,0.4,0.1,13,done,2026-07-24T07:41:25.612
outer_corner,32,0.4,0.2,13,done,2026-07-24T07:41:25.832
outer_corner,32,0.4,0.3,13,done,2026-07-24T07:41:25.987
outer_corner,32,0.4,0.4,13,done,2026-07-24T07:41:26.138
outer_corner,48,0.4,0.0,13,done,2026-07-24T07:41:30.815
outer_corner,48,0.4,0.1,13,done,2026-07-24T07:41:36.670
outer_corner,48,0.4,0.2,13,done,2026-07-24T07:41:41.615
outer_corner,48,0.4,0.3,13,done,2026-07-24T07:41:46.700
outer_corner,48,0.4,0.4,13,done,2026-07-24T07:41:51.684
outer_corner,64,0.4,0.0,13,done,2026-07-24T07:42:05.023
outer_corner,64,0.4,0.1,13,done,2026-07-24T07:42:19.856
outer_corner,64,0.4,0.2,13,done,2026-07-24T07:42:33.110
outer_corner,64,0.4,0.3,13,done,2026-07-24T07:42:48.306
outer_corner,64,0.4,0.4,13,done,2026-07-24T07:42:54.822
outer_corner,96,0.4,0.0,13,done,2026-07-24T07:43:29.646
outer_corner,96,0.4,0.1,13,done,2026-07-24T07:44:08.976
outer_corner,96,0.4,0.2,13,done,2026-07-24T07:45:03.305
outer_corner,96,0.4,0.3,13,done,2026-07-24T07:45:56.246
outer_corner,96,0.4,0.4,13,done,2026-07-24T07:46:36.427
outer_corner,128,0.4,0.0,13,done,2026-07-24T07:47:52.678
outer_corner,128,0.4,0.1,13,done,2026-07-24T07:48:48.067
outer_corner,128,0.4,0.2,13,done,2026-07-24T07:49:41.933
outer_corner,128,0.4,0.3,13,done,2026-07-24T07:51:27.574
outer_corner,128,0.4,0.4,13,done,2026-07-24T07:53:37.443
outer_corner,32,0.5,0.0,13,done,2026-07-24T07:53:37.540
outer_corner,32,0.5,0.1,13,done,2026-07-24T07:53:37.721
outer_corner,32,0.5,0.2,13,done,2026-07-24T07:53:37.865
outer_corner,32,0.5,0.3,13,done,2026-07-24T07:53:38.063
outer_corner,32,0.5,0.4,13,done,2026-07-24T07:53:38.257
outer_corner,48,0.5,0.0,13,done,2026-07-24T07:53:43.998
outer_corner,48,0.5,0.1,13,done,2026-07-24T07:53:50.891
outer_corner,48,0.5,0.2,13,done,2026-07-24T07:53:58.732
outer_corner,48,0.5,0.3,13,done,2026-07-24T07:54:02.410
outer_corner,48,0.5,0.4,13,done,2026-07-24T07:54:08.898
outer_corner,64,0.5,0.0,13,done,2026-07-24T07:54:23.199
outer_corner,64,0.5,0.1,13,done,2026-07-24T07:54:36.066
outer_corner,64,0.5,0.2,13,done,2026-07-24T07:54:50.795
outer_corner,64,0.5,0.3,13,done,2026-07-24T07:55:03.978
outer_corner,64,0.5,0.4,13,done,2026-07-24T07:55:11.359
outer_corner,96,0.5,0.0,13,done,2026-07-24T07:55:43.578
outer_corner,96,0.5,0.1,13,done,2026-07-24T07:56:23.251
outer_corner,96,0.5,0.2,13,done,2026-07-24T07:57:25.368
outer_corner,96,0.5,0.3,13,done,2026-07-24T07:58:21.730
outer_corner,96,0.5,0.4,13,done,2026-07-24T07:59:00.324
outer_corner,128,0.5,0.0,13,done,2026-07-24T08:00:16.391
outer_corner,128,0.5,0.1,13,done,2026-07-24T08:01:18.780
outer_corner,128,0.5,0.2,13,done,2026-07-24T08:02:03.323
outer_corner,128,0.5,0.3,13,done,2026-07-24T08:03:40.984
outer_corner,128,0.5,0.4,13,done,2026-07-24T08:05:49.253
outer_corner,32,0.6,0.0,13,done,2026-07-24T08:05:49.394
outer_corner,32,0.6,0.1,13,done,2026-07-24T08:05:49.498
outer_corner,32,0.6,0.2,13,done,2026-07-24T08:05:49.600
outer_corner,32,0.6,0.3,13,done,2026-07-24T08:05:49.695
outer_corner,32,0.6,0.4,13,done,2026-07-24T08:05:49.808
outer_corner,48,0.6,0.0,13,done,2026-07-24T08:05:53.909
outer_corner,48,0.6,0.1,13,done,2026-07-24T08:05:58.240
outer_corner,48,0.6,0.2,13,done,2026-07-24T08:06:06.199
outer_corner,48,0.6,0.3,13,done,2026-07-24T08:06:11.584
outer_corner,48,0.6,0.4,13,done,2026-07-24T08:06:16.216
outer_corner,64,0.6,0.0,13,done,2026-07-24T08:06:31.086
outer_corner,64,0.6,0.1,13,done,2026-07-24T08:06:45.286
outer_corner,64,0.6,0.2,13,done,2026-07-24T08:06:58.334
outer_corner,64,0.6,0.3,13,done,2026-07-24T08:07:08.009
outer_corner,64,0.6,0.4,13,done,2026-07-24T08:07:15.606
outer_corner,96,0.6,0.0,13,done,2026-07-24T08:07:45.847
outer_corner,96,0.6,0.1,13,done,2026-07-24T08:08:33.618
outer_corner,96,0.6,0.2,13,done,2026-07-24T08:09:34.091
outer_corner,96,0.6,0.3,13,done,2026-07-24T08:10:31.385
outer_corner,96,0.6,0.4,13,done,2026-07-24T08:11:08.780
outer_corner,128,0.6,0.0,13,done,2026-07-24T08:12:33.858
outer_corner,128,0.6,0.1,13,done,2026-07-24T08:13:46.374
outer_corner,128,0.6,0.2,13,done,2026-07-24T08:14:33.973
outer_corner,128,0.6,0.3,13,done,2026-07-24T08:16:13.745
outer_corner,128,0.6,0.4,13,done,2026-07-24T08:18:21.203
outer_corner,32,0.7,0.0,13,done,2026-07-24T08:18:21.343
outer_corner,32,0.7,0.1,13,done,2026-07-24T08:18:21.602
outer_corner,32,0.7,0.2,13,done,2026-07-24T08:18:21.710
outer_corner,32,0.7,0.3,13,done,2026-07-24T08:18:23.922
outer_corner,32,0.7,0.4,13,done,2026-07-24T08:18:23.993
outer_corner,48,0.7,0.0,13,done,2026-07-24T08:18:28.046
outer_corner,48,0.7,0.1,13,done,2026-07-24T08:18:32.555
outer_corner,48,0.7,0.2,13,done,2026-07-24T08:18:39.936
outer_corner,48,0.7,0.3,13,done,2026-07-24T08:18:46.352
outer_corner,48,0.7,0.4,13,done,2026-07-24T08:18:51.910
outer_corner,64,0.7,0.0,13,done,2026-07-24T08:19:04.535
outer_corner,64,0.7,0.1,13,done,2026-07-24T08:19:15.614
outer_corner,64,0.7,0.2,13,done,2026-07-24T08:19:28.430
outer_corner,64,0.7,0.3,13,done,2026-07-24T08:19:40.211
outer_corner,64,0.7,0.4,13,done,2026-07-24T08:19:48.433
outer_corner,96,0.7,0.0,13,done,2026-07-24T08:20:19.677
outer_corner,96,0.7,0.1,13,done,2026-07-24T08:21:01.371
outer_corner,96,0.7,0.2,13,done,2026-07-24T08:22:07.841
outer_corner,96,0.7,0.3,13,done,2026-07-24T08:23:06.139
outer_corner,96,0.7,0.4,13,done,2026-07-24T08:23:42.469
outer_corner,128,0.7,0.0,13,done,2026-07-24T08:24:56.451
outer_corner,128,0.7,0.1,13,done,2026-07-24T08:26:07.125
outer_corner,128,0.7,0.2,13,done,2026-07-24T08:26:55.011
outer_corner,128,0.7,0.3,13,done,2026-07-24T08:28:33.545
outer_corner,128,0.7,0.4,13,done,2026-07-24T08:30:30.931
outer_corner,32,0.8,0.0,13,done,2026-07-24T08:30:31.123
outer_corner,32,0.8,0.1,13,done,2026-07-24T08:30:31.243
outer_corner,32,0.8,0.2,13,done,2026-07-24T08:30:34.072
outer_corner,32,0.8,0.3,13,done,2026-07-24T08:30:34.173
outer_corner,32,0.8,0.4,13,done,2026-07-24T08:30:34.407
outer_corner,48,0.8,0.0,13,done,2026-07-24T08:30:40.292
outer_corner,48,0.8,0.1,13,done,2026-07-24T08:30:47.711
outer_corner,48,0.8,0.2,13,done,2026-07-24T08:30:54.969
outer_corner,48,0.8,0.3,13,done,2026-07-24T08:31:00.241
outer_corner,48,0.8,0.4,13,done,2026-07-24T08:31:05.151
outer_corner,64,0.8,0.0,13,done,2026-07-24T08:31:15.021
outer_corner,64,0.8,0.1,13,done,2026-07-24T08:31:27.635
outer_corner,64,0.8,0.2,13,done,2026-07-24T08:31:38.939
outer_corner,64,0.8,0.3,13,done,2026-07-24T08:31:47.208
outer_corner,64,0.8,0.4,13,done,2026-07-24T08:31:55.494
outer_corner,96,0.8,0.0,13,done,2026-07-24T08:32:23.661
outer_corner,96,0.8,0.1,13,done,2026-07-24T08:33:04.039
outer_corner,96,0.8,0.2,13,done,2026-07-24T08:34:08.043
outer_corner,96,0.8,0.3,13,done,2026-07-24T08:34:58.655
outer_corner,96,0.8,0.4,13,done,2026-07-24T08:35:33.196
outer_corner,128,0.8,0.0,13,done,2026-07-24T08:36:51.374
outer_corner,128,0.8,0.1,13,done,2026-07-24T08:37:56.536
outer_corner,128,0.8,0.2,13,done,2026-07-24T08:38:44.517
outer_corner,128,0.8,0.3,13,done,2026-07-24T08:40:31.258
outer_corner,128,0.8,0.4,13,done,2026-07-24T08:42:32.097
outer_corner,32,0.9,0.0,13,done,2026-07-24T08:42:32.203
outer_corner,32,0.9,0.1,13,done,2026-07-24T08:42:32.367
outer_corner,32,0.9,0.2,13,done,2026-07-24T08:42:32.509
outer_corner,32,0.9,0.3,13,done,2026-07-24T08:42:32.714
outer_corner,32,0.9,0.4,13,done,2026-07-24T08:42:32.965
outer_corner,48,0.9,0.0,13,done,2026-07-24T08:42:39.875
outer_corner,48,0.9,0.1,13,done,2026-07-24T08:42:46.913
outer_corner,48,0.9,0.2,13,done,2026-07-24T08:42:55.162
outer_corner,48,0.9,0.3,13,done,2026-07-24T08:42:59.710
outer_corner,48,0.9,0.4,13,done,2026-07-24T08:43:06.320
outer_corner,64,0.9,0.0,13,done,2026-07-24T08:43:16.966
outer_corner,64,0.9,0.1,13,done,2026-07-24T08:43:26.362
outer_corner,64,0.9,0.2,13,done,2026-07-24T08:43:38.428
outer_corner,64,0.9,0.3,13,done,2026-07-24T08:43:47.622
outer_corner,64,0.9,0.4,13,done,2026-07-24T08:43:56.471
outer_corner,96,0.9,0.0,13,done,2026-07-24T08:44:30.147
outer_corner,96,0.9,0.1,13,done,2026-07-24T08:45:11.852
outer_corner,96,0.9,0.2,13,done,2026-07-24T08:46:18.628
outer_corner,96,0.9,0.3,13,done,2026-07-24T08:47:07.529
outer_corner,96,0.9,0.4,13,done,2026-07-24T08:47:44.350
outer_corner,128,0.9,0.0,13,done,2026-07-24T08:48:54.540
outer_corner,128,0.9,0.1,13,done,2026-07-24T08:50:08.397
outer_corner,128,0.9,0.2,13,done,2026-07-24T08:50:42.595
outer_corner,128,0.9,0.3,13,done,2026-07-24T08:51:58.360
outer_corner,128,0.9,0.4,13,done,2026-07-24T08:54:03.973
outer_corner,32,1.0,0.0,13,done,2026-07-24T08:54:04.080
outer_corner,32,1.0,0.1,13,done,2026-07-24T08:54:04.282
outer_corner,32,1.0,0.2,13,done,2026-07-24T08:54:04.438
outer_corner,32,1.0,0.3,13,done,2026-07-24T08:54:04.608
outer_corner,32,1.0,0.4,13,done,2026-07-24T08:54:04.797
outer_corner,48,1.0,0.0,13,done,2026-07-24T08:54:14.858
outer_corner,48,1.0,0.1,13,done,2026-07-24T08:54:21.011
outer_corner,48,1.0,0.2,13,done,2026-07-24T08:54:28.516
outer_corner,48,1.0,0.3,13,done,2026-07-24T08:54:33.244
outer_corner,48,1.0,0.4,13,done,2026-07-24T08:54:39.784
outer_corner,64,1.0,0.0,13,done,2026-07-24T08:54:50.953
outer_corner,64,1.0,0.1,13,done,2026-07-24T08:55:00.340
outer_corner,64,1.0,0.2,13,done,2026-07-24T08:55:07.914
outer_corner,64,1.0,0.3,13,done,2026-07-24T08:55:17
outer_corner,64,1.0,0.4,13,done,2026-07-24T08:55:24.001
outer_corner,96,1.0,0.0,13,done,2026-07-24T08:56:13.368
outer_corner,96,1.0,0.1,13,done,2026-07-24T08:56:48.265
outer_corner,96,1.0,0.2,13,done,2026-07-24T08:57:49.686
outer_corner,96,1.0,0.3,13,done,2026-07-24T08:58:42.297
outer_corner,96,1.0,0.4,13,done,2026-07-24T08:59:35.342
outer_corner,128,1.0,0.0,13,done,2026-07-24T09:00:52.156
outer_corner,128,1.0,0.1,13,done,2026-07-24T09:02:39.754
outer_corner,128,1.0,0.2,13,done,2026-07-24T09:03:47.376
outer_corner,128,1.0,0.3,13,done,2026-07-24T09:04:36.585
outer_corner,128,1.0,0.4,13,done,2026-07-24T09:05:26.925
inner_corner,32,0.1,0.0,13,done,2026-07-24T09:05:27.035
inner_corner,32,0.1,0.1,13,done,2026-07-24T09:05:27.106
inner_corner,32,0.1,0.2,13,done,2026-07-24T09:05:27.216
inner_corner,32,0.1,0.3,13,done,2026-07-24T09:05:27.339
inner_corner,32,0.1,0.4,13,done,2026-07-24T09:05:27.471
inner_corner,48,0.1,0.0,13,done,2026-07-24T09:05:34.946
inner_corner,48,0.1,0.1,13,done,2026-07-24T09:05:43.971
inner_corner,48,0.1,0.2,13,done,2026-07-24T09:05:49.653
inner_corner,48,0.1,0.3,13,done,2026-07-24T09:05:54.943
inner_corner,48,0.1,0.4,13,done,2026-07-24T09:06:02.971
inner_corner,64,0.1,0.0,13,done,2026-07-24T09:06:08.643
inner_corner,64,0.1,0.1,13,done,2026-07-24T09:06:19.232
inner_corner,64,0.1,0.2,13,done,2026-07-24T09:06:33.024
inner_corner,64,0.1,0.3,13,done,2026-07-24T09:06:41.143
inner_corner,64,0.1,0.4,13,done,2026-07-24T09:06:54.437
inner_corner,96,0.1,0.0,13,done,2026-07-24T09:07:26.404
inner_corner,96,0.1,0.1,13,done,2026-07-24T09:08:11.703
inner_corner,96,0.1,0.2,13,done,2026-07-24T09:09:02.927
inner_corner,96,0.1,0.3,13,done,2026-07-24T09:09:53.293
inner_corner,96,0.1,0.4,13,done,2026-07-24T09:10:31.934
inner_corner,128,0.1,0.0,13,done,2026-07-24T09:12:09.656
inner_corner,128,0.1,0.1,13,done,2026-07-24T09:13:47.362
inner_corner,128,0.1,0.2,13,done,2026-07-24T09:15:05.600
inner_corner,128,0.1,0.3,13,done,2026-07-24T09:16:18.912
inner_corner,128,0.1,0.4,13,done,2026-07-24T09:17:20.609
inner_corner,32,0.2,0.0,13,done,2026-07-24T09:17:20.698
inner_corner,32,0.2,0.1,13,done,2026-07-24T09:17:20.820
inner_corner,32,0.2,0.2,13,done,2026-07-24T09:17:20.874
inner_corner,32,0.2,0.3,13,done,2026-07-24T09:17:20.989
inner_corner,32,0.2,0.4,13,done,2026-07-24T09:17:21.100
inner_corner,48,0.2,0.0,13,done,2026-07-24T09:17:26.059
inner_corner,48,0.2,0.1,13,done,2026-07-24T09:17:32.520
inner_corner,48,0.2,0.2,13,done,2026-07-24T09:17:40.895
inner_corner,48,0.2,0.3,13,done,2026-07-24T09:17:48.288
inner_corner,48,0.2,0.4,13,done,2026-07-24T09:17:54.056
inner_corner,64,0.2,0.0,13,done,2026-07-24T09:18:03.186
inner_corner,64,0.2,0.1,13,done,2026-07-24T09:18:17.160
inner_corner,64,0.2,0.2,13,done,2026-07-24T09:18:33.991
inner_corner,64,0.2,0.3,13,done,2026-07-24T09:18:48.822
inner_corner,64,0.2,0.4,13,done,2026-07-24T09:19:07.952
inner_corner,96,0.2,0.0,13,done,2026-07-24T09:19:50.432
inner_corner,96,0.2,0.1,13,done,2026-07-24T09:20:33.958
inner_corner,96,0.2,0.2,13,done,2026-07-24T09:21:15.181
inner_corner,96,0.2,0.3,13,done,2026-07-24T09:22:17.786
inner_corner,96,0.2,0.4,13,done,2026-07-24T09:23:01.188
inner_corner,128,0.2,0.0,13,done,2026-07-24T09:24:20.008
inner_corner,128,0.2,0.1,13,done,2026-07-24T09:25:47.298
inner_corner,128,0.2,0.2,13,done,2026-07-24T09:27:08.628
inner_corner,128,0.2,0.3,13,done,2026-07-24T09:28:10.315
inner_corner,128,0.2,0.4,13,done,2026-07-24T09:29:04.717
inner_corner,32,0.3,0.0,13,done,2026-07-24T09:29:04.904
inner_corner,32,0.3,0.1,13,done,2026-07-24T09:29:05.013
inner_corner,32,0.3,0.2,13,done,2026-07-24T09:29:05.242
inner_corner,32,0.3,0.3,13,done,2026-07-24T09:29:05.332
inner_corner,32,0.3,0.4,13,done,2026-07-24T09:29:05.566
inner_corner,48,0.3,0.0,13,done,2026-07-24T09:29:11.356
inner_corner,48,0.3,0.1,13,done,2026-07-24T09:29:16.889
inner_corner,48,0.3,0.2,13,done,2026-07-24T09:29:23.784
