class_length,rho0,delta_lambda,trial,status,completed_at
64,0.4,0.3,16,done,2026-07-23T23:48:36.166
64,0.4,0.4,16,done,2026-07-23T23:48:36.606
96,0.4,0.0,16,done,2026-07-23T23:48:37.405
96,0.4,0.1,16,done,2026-07-23T23:48:38.689
96,0.4,0.2,16,done,2026-07-23T23:48:39.255
96,0.4,0.3,16,done,2026-07-23T23:48:40.237
96,0.4,0.4,16,done,2026-07-23T23:48:42.214
128,0.4,0.0,16,done,2026-07-23T23:48:43.869
128,0.4,0.1,16,done,2026-07-23T23:48:46.500
128,0.4,0.2,16,done,2026-07-23T23:48:50.281
128,0.4,0.3,16,done,2026-07-23T23:48:57.672
128,0.4,0.4,16,done,2026-07-23T23:49:07.245
32,0.5,0.0,16,done,2026-07-23T23:49:07.250
32,0.5,0.1,16,done,2026-07-23T23:49:07.258
32,0.5,0.2,16,done,2026-07-23T23:49:07.270
32,0.5,0.3,16,done,2026-07-23T23:49:07.296
32,0.5,0.4,16,done,2026-07-23T23:49:07.331
48,0.5,0.0,16,done,2026-07-23T23:49:07.537
48,0.5,0.1,16,done,2026-07-23T23:49:07.604
48,0.5,0.2,16,done,2026-07-23T23:49:07.696
48,0.5,0.3,16,done,2026-07-23T23:49:07.752
48,0.5,0.4,16,done,2026-07-23T23:49:07.946
64,0.5,0.0,16,done,2026-07-23T23:49:08.453
64,0.5,0.1,16,done,2026-07-23T23:49:08.893
64,0.5,0.2,16,done,2026-07-23T23:49:09.028
64,0.5,0.3,16,done,2026-07-23T23:49:09.329
64,0.5,0.4,16,done,2026-07-23T23:49:10.354
96,0.5,0.0,16,done,2026-07-23T23:49:11.312
96,0.5,0.1,16,done,2026-07-23T23:49:13.243
96,0.5,0.2,16,done,2026-07-23T23:49:15.897
96,0.5,0.3,16,done,2026-07-23T23:49:16.804
96,0.5,0.4,16,done,2026-07-23T23:49:18.603
128,0.5,0.0,16,done,2026-07-23T23:49:20.243
128,0.5,0.1,16,done,2026-07-23T23:49:22.900
128,0.5,0.2,16,done,2026-07-23T23:49:24.589
128,0.5,0.3,16,done,2026-07-23T23:49:25.737
128,0.5,0.4,16,done,2026-07-23T23:49:27.148
32,0.6,0.0,16,done,2026-07-23T23:49:27.159
32,0.6,0.1,16,done,2026-07-23T23:49:27.166
32,0.6,0.2,16,done,2026-07-23T23:49:27.183
32,0.6,0.3,16,done,2026-07-23T23:49:27.196
32,0.6,0.4,16,done,2026-07-23T23:49:27.215
48,0.6,0.0,16,done,2026-07-23T23:49:27.233
48,0.6,0.1,16,done,2026-07-23T23:49:27.247
48,0.6,0.2,16,done,2026-07-23T23:49:27.268
48,0.6,0.3,16,done,2026-07-23T23:49:27.297
48,0.6,0.4,16,done,2026-07-23T23:49:27.333
64,0.6,0.0,16,done,2026-07-23T23:49:27.369
64,0.6,0.1,16,done,2026-07-23T23:49:27.400
64,0.6,0.2,16,done,2026-07-23T23:49:27.435
64,0.6,0.3,16,done,2026-07-23T23:49:27.468
64,0.6,0.4,16,done,2026-07-23T23:49:27.564
96,0.6,0.0,16,done,2026-07-23T23:49:27.690
96,0.6,0.1,16,done,2026-07-23T23:49:27.906
96,0.6,0.2,16,done,2026-07-23T23:49:28.514
96,0.6,0.3,16,done,2026-07-23T23:49:28.721
96,0.6,0.4,16,done,2026-07-23T23:49:28.966
128,0.6,0.0,16,done,2026-07-23T23:49:29.681
128,0.6,0.1,16,done,2026-07-23T23:49:30.356
128,0.6,0.2,16,done,2026-07-23T23:49:31.246
128,0.6,0.3,16,done,2026-07-23T23:49:33.694
128,0.6,0.4,16,done,2026-07-23T23:49:35.620
32,0.7,0.0,16,done,2026-07-23T23:49:35.634
32,0.7,0.1,16,done,2026-07-23T23:49:35.643
32,0.7,0.2,16,done,2026-07-23T23:49:35.658
32,0.7,0.3,16,done,2026-07-23T23:49:35.670
32,0.7,0.4,16,done,2026-07-23T23:49:35.715
48,0.7,0.0,16,done,2026-07-23T23:49:35.892
48,0.7,0.1,16,done,2026-07-23T23:49:35.916
48,0.7,0.2,16,done,2026-07-23T23:49:35.937
48,0.7,0.3,16,done,2026-07-23T23:49:35.992
48,0.7,0.4,16,done,2026-07-23T23:49:36.055
64,0.7,0.0,16,done,2026-07-23T23:49:36.494
64,0.7,0.1,16,done,2026-07-23T23:49:36.644
64,0.7,0.2,16,done,2026-07-23T23:49:36.682
64,0.7,0.3,16,done,2026-07-23T23:49:37.055
64,0.7,0.4,16,done,2026-07-23T23:49:37.360
96,0.7,0.0,16,done,2026-07-23T23:49:38.518
96,0.7,0.1,16,done,2026-07-23T23:49:39.792
96,0.7,0.2,16,done,2026-07-23T23:49:41.329
96,0.7,0.3,16,done,2026-07-23T23:49:42.490
96,0.7,0.4,16,done,2026-07-23T23:49:44.417
128,0.7,0.0,16,done,2026-07-23T23:49:46.369
128,0.7,0.1,16,done,2026-07-23T23:49:48.679
128,0.7,0.2,16,done,2026-07-23T23:49:50.665
128,0.7,0.3,16,done,2026-07-23T23:49:53.170
128,0.7,0.4,16,done,2026-07-23T23:49:55.627
32,0.8,0.0,16,done,2026-07-23T23:49:55.633
32,0.8,0.1,16,done,2026-07-23T23:49:55.641
32,0.8,0.2,16,done,2026-07-23T23:49:55.650
32,0.8,0.3,16,done,2026-07-23T23:49:55.683
32,0.8,0.4,16,done,2026-07-23T23:49:55.697
48,0.8,0.0,16,done,2026-07-23T23:49:55.779
48,0.8,0.1,16,done,2026-07-23T23:49:55.842
48,0.8,0.2,16,done,2026-07-23T23:49:56.043
48,0.8,0.3,16,done,2026-07-23T23:49:56.070
48,0.8,0.4,16,done,2026-07-23T23:49:56.148
64,0.8,0.0,16,done,2026-07-23T23:49:56.212
64,0.8,0.1,16,done,2026-07-23T23:49:56.504
64,0.8,0.2,16,done,2026-07-23T23:49:57.011
64,0.8,0.3,16,done,2026-07-23T23:49:57.427
64,0.8,0.4,16,done,2026-07-23T23:49:57.921
96,0.8,0.0,16,done,2026-07-23T23:50:00.443
96,0.8,0.1,16,done,2026-07-23T23:50:01.669
96,0.8,0.2,16,done,2026-07-23T23:50:03.604
96,0.8,0.3,16,done,2026-07-23T23:50:06.585
96,0.8,0.4,16,done,2026-07-23T23:50:09.642
128,0.8,0.0,16,done,2026-07-23T23:50:14.423
128,0.8,0.1,16,done,2026-07-23T23:50:20.299
128,0.8,0.2,16,done,2026-07-23T23:50:27.622
128,0.8,0.3,16,done,2026-07-23T23:50:30.136
128,0.8,0.4,16,done,2026-07-23T23:50:32.752
32,0.9,0.0,16,done,2026-07-23T23:50:32.757
32,0.9,0.1,16,done,2026-07-23T23:50:32.764
32,0.9,0.2,16,done,2026-07-23T23:50:32.772
32,0.9,0.3,16,done,2026-07-23T23:50:32.788
32,0.9,0.4,16,done,2026-07-23T23:50:32.804
48,0.9,0.0,16,done,2026-07-23T23:50:32.828
48,0.9,0.1,16,done,2026-07-23T23:50:32.844
48,0.9,0.2,16,done,2026-07-23T23:50:32.878
48,0.9,0.3,16,done,2026-07-23T23:50:33.084
48,0.9,0.4,16,done,2026-07-23T23:50:33.149
64,0.9,0.0,16,done,2026-07-23T23:50:33.228
64,0.9,0.1,16,done,2026-07-23T23:50:33.442
64,0.9,0.2,16,done,2026-07-23T23:50:33.827
64,0.9,0.3,16,done,2026-07-23T23:50:34.084
64,0.9,0.4,16,done,2026-07-23T23:50:34.568
96,0.9,0.0,16,done,2026-07-23T23:50:35.525
96,0.9,0.1,16,done,2026-07-23T23:50:36.280
96,0.9,0.2,16,done,2026-07-23T23:50:37.771
96,0.9,0.3,16,done,2026-07-23T23:50:39.860
96,0.9,0.4,16,done,2026-07-23T23:50:41.741
128,0.9,0.0,16,done,2026-07-23T23:50:46.522
128,0.9,0.1,16,done,2026-07-23T23:50:51.345
128,0.9,0.2,16,done,2026-07-23T23:50:55.656
128,0.9,0.3,16,done,2026-07-23T23:51:00.226
128,0.9,0.4,16,done,2026-07-23T23:51:03.780
32,1.0,0.0,16,done,2026-07-23T23:51:03.785
32,1.0,0.1,16,done,2026-07-23T23:51:03.791
32,1.0,0.2,16,done,2026-07-23T23:51:03.802
32,1.0,0.3,16,done,2026-07-23T23:51:03.808
32,1.0,0.4,16,done,2026-07-23T23:51:03.830
48,1.0,0.0,16,done,2026-07-23T23:51:03.936
48,1.0,0.1,16,done,2026-07-23T23:51:04.053
48,1.0,0.2,16,done,2026-07-23T23:51:04.123
48,1.0,0.3,16,done,2026-07-23T23:51:04.211
48,1.0,0.4,16,done,2026-07-23T23:51:04.373
64,1.0,0.0,16,done,2026-07-23T23:51:04.874
64,1.0,0.1,16,done,2026-07-23T23:51:05.094
64,1.0,0.2,16,done,2026-07-23T23:51:05.865
64,1.0,0.3,16,done,2026-07-23T23:51:06.208
64,1.0,0.4,16,done,2026-07-23T23:51:06.724
96,1.0,0.0,16,done,2026-07-23T23:51:07.372
96,1.0,0.1,16,done,2026-07-23T23:51:08.240
96,1.0,0.2,16,done,2026-07-23T23:51:08.742
96,1.0,0.3,16,done,2026-07-23T23:51:10.050
96,1.0,0.4,16,done,2026-07-23T23:51:11.361
128,1.0,0.0,16,done,2026-07-23T23:51:12.986
128,1.0,0.1,16,done,2026-07-23T23:51:16.076
128,1.0,0.2,16,done,2026-07-23T23:51:19.471
128,1.0,0.3,16,done,2026-07-23T23:51:23.267
128,1.0,0.4,16,done,2026-07-23T23:51:26.257
32,0.1,0.0,17,done,2026-07-23T23:51:26.283
32,0.1,0.1,17,done,2026-07-23T23:51:26.347
32,0.1,0.2,17,done,2026-07-23T23:51:26.877
32,0.1,0.3,17,done,2026-07-23T23:51:26.942
32,0.1,0.4,17,done,2026-07-23T23:51:42.251
48,0.1,0.0,17,done,2026-07-23T23:51:42.919
48,0.1,0.1,17,done,2026-07-23T23:51:43.187
48,0.1,0.2,17,done,2026-07-23T23:51:51.727
48,0.1,0.3,17,done,2026-07-23T23:51:52.184
48,0.1,0.4,17,done,2026-07-23T23:52:03.414
64,0.1,0.0,17,done,2026-07-23T23:52:03.960
64,0.1,0.1,17,done,2026-07-23T23:52:04.720
64,0.1,0.2,17,done,2026-07-23T23:52:05.571
64,0.1,0.3,17,done,2026-07-23T23:52:22.119
64,0.1,0.4,17,done,2026-07-23T23:52:25.624
96,0.1,0.0,17,done,2026-07-23T23:52:27.114
96,0.1,0.1,17,done,2026-07-23T23:52:29.742
96,0.1,0.2,17,done,2026-07-23T23:52:31.917
96,0.1,0.3,17,done,2026-07-23T23:52:43.615
96,0.1,0.4,17,done,2026-07-23T23:53:07.766
128,0.1,0.0,17,done,2026-07-23T23:53:10.673
128,0.1,0.1,17,done,2026-07-23T23:53:32.021
128,0.1,0.2,17,done,2026-07-23T23:53:35.397
128,0.1,0.3,17,done,2026-07-23T23:53:48.270
128,0.1,0.4,17,done,2026-07-23T23:54:21.747
32,0.2,0.0,17,done,2026-07-23T23:54:21.763
32,0.2,0.1,17,done,2026-07-23T23:54:21.783
32,0.2,0.2,17,done,2026-07-23T23:54:21.819
32,0.2,0.3,17,done,2026-07-23T23:54:21.847
32,0.2,0.4,17,done,2026-07-23T23:54:21.927
48,0.2,0.0,17,done,2026-07-23T23:54:22.660
48,0.2,0.1,17,done,2026-07-23T23:54:22.816
48,0.2,0.2,17,done,2026-07-23T23:54:23.180
48,0.2,0.3,17,done,2026-07-23T23:54:23.301
48,0.2,0.4,17,done,2026-07-23T23:54:23.827
64,0.2,0.0,17,done,2026-07-23T23:54:24.039
64,0.2,0.1,17,done,2026-07-23T23:54:24.606
64,0.2,0.2,17,done,2026-07-23T23:54:25.312
64,0.2,0.3,17,done,2026-07-23T23:54:44.132
64,0.2,0.4,17,done,2026-07-23T23:54:56.764
96,0.2,0.0,17,done,2026-07-23T23:54:57.303
96,0.2,0.1,17,done,2026-07-23T23:54:57.870
96,0.2,0.2,17,done,2026-07-23T23:54:58.491
96,0.2,0.3,17,done,2026-07-23T23:55:05.123
96,0.2,0.4,17,done,2026-07-23T23:55:14.462
128,0.2,0.0,17,done,2026-07-23T23:55:16.758
128,0.2,0.1,17,done,2026-07-23T23:55:18.085
128,0.2,0.2,17,done,2026-07-23T23:55:20.458
128,0.2,0.3,17,done,2026-07-23T23:55:26.640
128,0.2,0.4,17,done,2026-07-23T23:55:43.881
32,0.3,0.0,17,done,2026-07-23T23:55:43.925
32,0.3,0.1,17,done,2026-07-23T23:55:43.941
32,0.3,0.2,17,done,2026-07-23T23:55:43.975
32,0.3,0.3,17,done,2026-07-23T23:55:44.001
32,0.3,0.4,17,done,2026-07-23T23:55:44.054
48,0.3,0.0,17,done,2026-07-23T23:55:44.272
48,0.3,0.1,17,done,2026-07-23T23:55:44.483
48,0.3,0.2,17,done,2026-07-23T23:55:44.706
48,0.3,0.3,17,done,2026-07-23T23:55:45.292
48,0.3,0.4,17,done,2026-07-23T23:55:45.503
64,0.3,0.0,17,done,2026-07-23T23:55:45.899
64,0.3,0.1,17,done,2026-07-23T23:55:47.097
64,0.3,0.2,17,done,2026-07-23T23:55:48.277
64,0.3,0.3,17,done,2026-07-23T23:55:48.540
64,0.3,0.4,17,done,2026-07-23T23:55:49.372
96,0.3,0.0,17,done,2026-07-23T23:55:50.385
96,0.3,0.1,17,done,2026-07-23T23:55:51.845
96,0.3,0.2,17,done,2026-07-23T23:55:53.745
96,0.3,0.3,17,done,2026-07-23T23:55:55.489
96,0.3,0.4,17,done,2026-07-23T23:55:57.867
128,0.3,0.0,17,done,2026-07-23T23:56:01.368
128,0.3,0.1,17,done,2026-07-23T23:56:03.162
128,0.3,0.2,17,done,2026-07-23T23:56:06.579
128,0.3,0.3,17,done,2026-07-23T23:56:09.136
128,0.3,0.4,17,done,2026-07-23T23:56:13.156
32,0.4,0.0,17,done,2026-07-23T23:56:13.169
32,0.4,0.1,17,done,2026-07-23T23:56:13.182
32,0.4,0.2,17,done,2026-07-23T23:56:13.199
32,0.4,0.3,17,done,2026-07-23T23:56:13.236
32,0.4,0.4,17,done,2026-07-23T23:56:13.266
48,0.4,0.0,17,done,2026-07-23T23:56:13.336
48,0.4,0.1,17,done,2026-07-23T23:56:13.349
48,0.4,0.2,17,done,2026-07-23T23:56:13.619
48,0.4,0.3,17,done,2026-07-23T23:56:13.697
48,0.4,0.4,17,done,2026-07-23T23:56:13.864
64,0.4,0.0,17,done,2026-07-23T23:56:13.924
64,0.4,0.1,17,done,2026-07-23T23:56:14.025
64,0.4,0.2,17,done,2026-07-23T23:56:14.133
64,0.4,0.3,17,done,2026-07-23T23:56:14.243
64,0.4,0.4,17,done,2026-07-23T23:56:14.636
96,0.4,0.0,17,done,2026-07-23T23:56:14.907
96,0.4,0.1,17,done,2026-07-23T23:56:15.562
96,0.4,0.2,17,done,2026-07-23T23:56:15.790
96,0.4,0.3,17,done,2026-07-23T23:56:16.061
96,0.4,0.4,17,done,2026-07-23T23:56:16.820
128,0.4,0.0,17,done,2026-07-23T23:56:17.581
128,0.4,0.1,17,done,2026-07-23T23:56:18.570
128,0.4,0.2,17,done,2026-07-23T23:56:19.833
128,0.4,0.3,17,done,2026-07-23T23:56:23.062
128,0.4,0.4,17,done,2026-07-23T23:56:26.525
32,0.5,0.0,17,done,2026-07-23T23:56:26.530
32,0.5,0.1,17,done,2026-07-23T23:56:26.536
32,0.5,0.2,17,done,2026-07-23T23:56:26.545
32,0.5,0.3,17,done,2026-07-23T23:56:26.575
32,0.5,0.4,17,done,2026-07-23T23:56:26.591
48,0.5,0.0,17,done,2026-07-23T23:56:26.606
48,0.5,0.1,17,done,2026-07-23T23:56:26.636
48,0.5,0.2,17,done,2026-07-23T23:56:26.653
48,0.5,0.3,17,done,2026-07-23T23:56:26.698
48,0.5,0.4,17,done,2026-07-23T23:56:26.769
64,0.5,0.0,17,done,2026-07-23T23:56:26.813
64,0.5,0.1,17,done,2026-07-23T23:56:26.955
64,0.5,0.2,17,done,2026-07-23T23:56:27.432
64,0.5,0.3,17,done,2026-07-23T23:56:28.051
64,0.5,0.4,17,done,2026-07-23T23:56:29.178
96,0.5,0.0,17,done,2026-07-23T23:56:30.531
96,0.5,0.1,17,done,2026-07-23T23:56:31.993
96,0.5,0.2,17,done,2026-07-23T23:56:33.197
96,0.5,0.3,17,done,2026-07-23T23:56:34.976
96,0.5,0.4,17,done,2026-07-23T23:56:38.025
128,0.5,0.0,17,done,2026-07-23T23:56:40.541
128,0.5,0.1,17,done,2026-07-23T23:56:42.809
128,0.5,0.2,17,done,2026-07-23T23:56:45.466
128,0.5,0.3,17,done,2026-07-23T23:56:49.288
128,0.5,0.4,17,done,2026-07-23T23:56:54.339
32,0.6,0.0,17,done,2026-07-23T23:56:54.344
32,0.6,0.1,17,done,2026-07-23T23:56:54.352
32,0.6,0.2,17,done,2026-07-23T23:56:54.376
32,0.6,0.3,17,done,2026-07-23T23:56:54.391
32,0.6,0.4,17,done,2026-07-23T23:56:54.435
48,0.6,0.0,17,done,2026-07-23T23:56:54.559
48,0.6,0.1,17,done,2026-07-23T23:56:54.845
48,0.6,0.2,17,done,2026-07-23T23:56:54.981
48,0.6,0.3,17,done,2026-07-23T23:56:55.111
48,0.6,0.4,17,done,2026-07-23T23:56:55.437
64,0.6,0.0,17,done,2026-07-23T23:56:55.702
64,0.6,0.1,17,done,2026-07-23T23:56:56.043
64,0.6,0.2,17,done,2026-07-23T23:56:56.483
64,0.6,0.3,17,done,2026-07-23T23:56:56.532
64,0.6,0.4,17,done,2026-07-23T23:56:57.601
96,0.6,0.0,17,done,2026-07-23T23:56:58.405
96,0.6,0.1,17,done,2026-07-23T23:56:59.498
96,0.6,0.2,17,done,2026-07-23T23:57:01.318
96,0.6,0.3,17,done,2026-07-23T23:57:03.801
96,0.6,0.4,17,done,2026-07-23T23:57:06.415
128,0.6,0.0,17,done,2026-07-23T23:57:10.124
128,0.6,0.1,17,done,2026-07-23T23:57:14.248
128,0.6,0.2,17,done,2026-07-23T23:57:18.660
128,0.6,0.3,17,done,2026-07-23T23:57:23.138
128,0.6,0.4,17,done,2026-07-23T23:57:26.368
32,0.7,0.0,17,done,2026-07-23T23:57:26.372
32,0.7,0.1,17,done,2026-07-23T23:57:26.377
32,0.7,0.2,17,done,2026-07-23T23:57:26.384
32,0.7,0.3,17,done,2026-07-23T23:57:26.395
32,0.7,0.4,17,done,2026-07-23T23:57:26.436
48,0.7,0.0,17,done,2026-07-23T23:57:26.555
48,0.7,0.1,17,done,2026-07-23T23:57:26.609
48,0.7,0.2,17,done,2026-07-23T23:57:26.686
48,0.7,0.3,17,done,2026-07-23T23:57:26.753
48,0.7,0.4,17,done,2026-07-23T23:57:27.274
64,0.7,0.0,17,done,2026-07-23T23:57:27.645
64,0.7,0.1,17,done,2026-07-23T23:57:27.879
64,0.7,0.2,17,done,2026-07-23T23:57:28.296
64,0.7,0.3,17,done,2026-07-23T23:57:28.708
64,0.7,0.4,17,done,2026-07-23T23:57:29.457
96,0.7,0.0,17,done,2026-07-23T23:57:31.092
96,0.7,0.1,17,done,2026-07-23T23:57:33.770
96,0.7,0.2,17,done,2026-07-23T23:57:36.358
96,0.7,0.3,17,done,2026-07-23T23:57:38.839
96,0.7,0.4,17,done,2026-07-23T23:57:40.514
128,0.7,0.0,17,done,2026-07-23T23:57:43.898
128,0.7,0.1,17,done,2026-07-23T23:57:49.334
128,0.7,0.2,17,done,2026-07-23T23:57:54.675
128,0.7,0.3,17,done,2026-07-23T23:57:58.609
128,0.7,0.4,17,done,2026-07-23T23:58:05.299
32,0.8,0.0,17,done,2026-07-23T23:58:05.307
32,0.8,0.1,17,done,2026-07-23T23:58:05.314
32,0.8,0.2,17,done,2026-07-23T23:58:05.322
32,0.8,0.3,17,done,2026-07-23T23:58:05.351
32,0.8,0.4,17,done,2026-07-23T23:58:05.377
48,0.8,0.0,17,done,2026-07-23T23:58:05.669
48,0.8,0.1,17,done,2026-07-23T23:58:05.867
48,0.8,0.2,17,done,2026-07-23T23:58:06.052
48,0.8,0.3,17,done,2026-07-23T23:58:06.565
48,0.8,0.4,17,done,2026-07-23T23:58:06.818
64,0.8,0.0,17,done,2026-07-23T23:58:07.758
64,0.8,0.1,17,done,2026-07-23T23:58:08.309
64,0.8,0.2,17,done,2026-07-23T23:58:09.092
64,0.8,0.3,17,done,2026-07-23T23:58:09.737
64,0.8,0.4,17,done,2026-07-23T23:58:10.364
96,0.8,0.0,17,done,2026-07-23T23:58:12.061
96,0.8,0.1,17,done,2026-07-23T23:58:13.951
96,0.8,0.2,17,done,2026-07-23T23:58:16.594
96,0.8,0.3,17,done,2026-07-23T23:58:18.542
96,0.8,0.4,17,done,2026-07-23T23:58:22.940
128,0.8,0.0,17,done,2026-07-23T23:58:26.706
128,0.8,0.1,17,done,2026-07-23T23:58:29.262
128,0.8,0.2,17,done,2026-07-23T23:58:30.665
128,0.8,0.3,17,done,2026-07-23T23:58:33.395
128,0.8,0.4,17,done,2026-07-23T23:58:38.586
32,0.9,0.0,17,done,2026-07-23T23:58:38.598
32,0.9,0.1,17,done,2026-07-23T23:58:38.610
32,0.9,0.2,17,done,2026-07-23T23:58:38.655
32,0.9,0.3,17,done,2026-07-23T23:58:38.672
32,0.9,0.4,17,done,2026-07-23T23:58:38.691
48,0.9,0.0,17,done,2026-07-23T23:58:39.847
48,0.9,0.1,17,done,2026-07-23T23:58:40.168
48,0.9,0.2,17,done,2026-07-23T23:58:40.492
48,0.9,0.3,17,done,2026-07-23T23:58:40.753
48,0.9,0.4,17,done,2026-07-23T23:58:41.222
64,0.9,0.0,17,done,2026-07-23T23:58:42.718
64,0.9,0.1,17,done,2026-07-23T23:58:44.009
64,0.9,0.2,17,done,2026-07-23T23:58:44.847
64,0.9,0.3,17,done,2026-07-23T23:58:45.891
64,0.9,0.4,17,done,2026-07-23T23:58:47.202
96,0.9,0.0,17,done,2026-07-23T23:58:48.993
96,0.9,0.1,17,done,2026-07-23T23:58:51.268
96,0.9,0.2,17,done,2026-07-23T23:58:53.924
96,0.9,0.3,17,done,2026-07-23T23:58:55.632
96,0.9,0.4,17,done,2026-07-23T23:58:58.575
128,0.9,0.0,17,done,2026-07-23T23:59:03.595
128,0.9,0.1,17,done,2026-07-23T23:59:08.075
128,0.9,0.2,17,done,2026-07-23T23:59:12.334
128,0.9,0.3,17,done,2026-07-23T23:59:14.721
128,0.9,0.4,17,done,2026-07-23T23:59:19.456
32,1.0,0.0,17,done,2026-07-23T23:59:19.465
32,1.0,0.1,17,done,2026-07-23T23:59:19.472
32,1.0,0.2,17,done,2026-07-23T23:59:19.482
32,1.0,0.3,17,done,2026-07-23T23:59:19.497
32,1.0,0.4,17,done,2026-07-23T23:59:19.522
48,1.0,0.0,17,done,2026-07-23T23:59:19.900
48,1.0,0.1,17,done,2026-07-23T23:59:20.328
48,1.0,0.2,17,done,2026-07-23T23:59:20.722
48,1.0,0.3,17,done,2026-07-23T23:59:21.025
48,1.0,0.4,17,done,2026-07-23T23:59:22.482
64,1.0,0.0,17,done,2026-07-23T23:59:22.991
64,1.0,0.1,17,done,2026-07-23T23:59:23.382
64,1.0,0.2,17,done,2026-07-23T23:59:24.718
64,1.0,0.3,17,done,2026-07-23T23:59:25.814
64,1.0,0.4,17,done,2026-07-23T23:59:26.425
96,1.0,0.0,17,done,2026-07-23T23:59:28.431
96,1.0,0.1,17,done,2026-07-23T23:59:30.739
96,1.0,0.2,17,done,2026-07-23T23:59:33.747
96,1.0,0.3,17,done,2026-07-23T23:59:36.031
96,1.0,0.4,17,done,2026-07-23T23:59:40.889
128,1.0,0.0,17,done,2026-07-23T23:59:45.085
128,1.0,0.1,17,done,2026-07-23T23:59:47.616
128,1.0,0.2,17,done,2026-07-23T23:59:51.199
128,1.0,0.3,17,done,2026-07-23T23:59:54.767
128,1.0,0.4,17,done,2026-07-23T23:59:57.652
32,0.1,0.0,18,done,2026-07-23T23:59:58.240
32,0.1,0.1,18,done,2026-07-23T23:59:58.265
32,0.1,0.2,18,done,2026-07-24T00:00:01.478
32,0.1,0.3,18,done,2026-07-24T00:00:01.525
32,0.1,0.4,18,done,2026-07-24T00:00:12.363
48,0.1,0.0,18,done,2026-07-24T00:00:13.268
48,0.1,0.1,18,done,2026-07-24T00:00:13.743
48,0.1,0.2,18,done,2026-07-24T00:00:14.070
48,0.1,0.3,18,done,2026-07-24T00:00:19.851
48,0.1,0.4,18,done,2026-07-24T00:00:21.360
64,0.1,0.0,18,done,2026-07-24T00:00:22.004
64,0.1,0.1,18,done,2026-07-24T00:00:22.758
64,0.1,0.2,18,done,2026-07-24T00:00:24.240
64,0.1,0.3,18,done,2026-07-24T00:00:26.387
64,0.1,0.4,18,done,2026-07-24T00:00:44.843
96,0.1,0.0,18,done,2026-07-24T00:00:47.785
96,0.1,0.1,18,done,2026-07-24T00:00:50.108
96,0.1,0.2,18,done,2026-07-24T00:00:52.787
96,0.1,0.3,18,done,2026-07-24T00:01:11.874
96,0.1,0.4,18,done,2026-07-24T00:01:47.065
128,0.1,0.0,18,done,2026-07-24T00:01:55.173
128,0.1,0.1,18,done,2026-07-24T00:01:59.258
128,0.1,0.2,18,done,2026-07-24T00:02:05.638
128,0.1,0.3,18,done,2026-07-24T00:02:23.477
128,0.1,0.4,18,done,2026-07-24T00:02:44.260
32,0.2,0.0,18,done,2026-07-24T00:02:44.277
32,0.2,0.1,18,done,2026-07-24T00:02:44.293
32,0.2,0.2,18,done,2026-07-24T00:02:44.311
32,0.2,0.3,18,done,2026-07-24T00:02:44.341
32,0.2,0.4,18,done,2026-07-24T00:02:44.416
48,0.2,0.0,18,done,2026-07-24T00:02:44.437
48,0.2,0.1,18,done,2026-07-24T00:02:44.457
48,0.2,0.2,18,done,2026-07-24T00:02:44.515
48,0.2,0.3,18,done,2026-07-24T00:02:44.584
48,0.2,0.4,18,done,2026-07-24T00:02:49.228
64,0.2,0.0,18,done,2026-07-24T00:02:49.300
64,0.2,0.1,18,done,2026-07-24T00:02:49.384
64,0.2,0.2,18,done,2026-07-24T00:02:49.460
64,0.2,0.3,18,done,2026-07-24T00:02:49.577
64,0.2,0.4,18,done,2026-07-24T00:02:53.210
96,0.2,0.0,18,done,2026-07-24T00:02:54.325
96,0.2,0.1,18,done,2026-07-24T00:02:54.720
96,0.2,0.2,18,done,2026-07-24T00:02:55.443
96,0.2,0.3,18,done,2026-07-24T00:02:56.293
96,0.2,0.4,18,done,2026-07-24T00:02:59.464
128,0.2,0.0,18,done,2026-07-24T00:03:01.507
128,0.2,0.1,18,done,2026-07-24T00:03:04.865
128,0.2,0.2,18,done,2026-07-24T00:03:05.802
128,0.2,0.3,18,done,2026-07-24T00:03:07.418
128,0.2,0.4,18,done,2026-07-24T00:03:14.980
32,0.3,0.0,18,done,2026-07-24T00:03:15.346
32,0.3,0.1,18,done,2026-07-24T00:03:15.353
32,0.3,0.2,18,done,2026-07-24T00:03:15.371
32,0.3,0.3,18,done,2026-07-24T00:03:15.384
32,0.3,0.4,18,done,2026-07-24T00:03:15.419
48,0.3,0.0,18,done,2026-07-24T00:03:15.442
48,0.3,0.1,18,done,2026-07-24T00:03:15.543
48,0.3,0.2,18,done,2026-07-24T00:03:15.572
48,0.3,0.3,18,done,2026-07-24T00:03:15.649
48,0.3,0.4,18,done,2026-07-24T00:03:15.782
64,0.3,0.0,18,done,2026-07-24T00:03:16.033
64,0.3,0.1,18,done,2026-07-24T00:03:16.267
64,0.3,0.2,18,done,2026-07-24T00:03:16.515
64,0.3,0.3,18,done,2026-07-24T00:03:16.656
64,0.3,0.4,18,done,2026-07-24T00:03:17.204
96,0.3,0.0,18,done,2026-07-24T00:03:17.406
96,0.3,0.1,18,done,2026-07-24T00:03:18.492
96,0.3,0.2,18,done,2026-07-24T00:03:18.926
96,0.3,0.3,18,done,2026-07-24T00:03:19.669
