seat_config,class_size,ρ,λ₀,δλ,m,ttl
random,64,0.3,0.5,0.1,1.667 ± 0.052,79.6 ± 2.6
random,64,0.3,0.5,0.2,1.664 ± 0.04,82.1 ± 1.8
random,64,0.3,0.5,0.3,1.613 ± 0.054,92.0 ± 3.2
random,64,0.3,0.5,0.4,1.58 ± 0.045,102.0 ± 3.4
random,64,0.4,0.5,0.0,1.572 ± 0.043,71.2 ± 3.4
random,64,0.4,0.5,0.1,1.663 ± 0.048,66.2 ± 2.2
random,64,0.4,0.5,0.2,1.607 ± 0.052,68.4 ± 2.3
random,64,0.4,0.5,0.3,1.634 ± 0.056,74.8 ± 2.3
random,64,0.4,0.5,0.4,1.699 ± 0.045,80.0 ± 2.7
random,64,0.5,0.5,0.0,1.645 ± 0.045,58.8 ± 1.9
random,64,0.5,0.5,0.1,1.647 ± 0.062,58.8 ± 2.1
random,64,0.5,0.5,0.2,1.563 ± 0.062,63.6 ± 2.6
random,64,0.5,0.5,0.3,1.623 ± 0.057,62.8 ± 2.3
random,64,0.5,0.5,0.4,1.625 ± 0.067,72.7 ± 2.7
random,64,0.6,0.5,0.0,1.582 ± 0.048,54.4 ± 2.0
random,64,0.6,0.5,0.1,1.519 ± 0.051,57.2 ± 2.1
random,64,0.6,0.5,0.2,1.632 ± 0.058,54.6 ± 1.9
random,64,0.6,0.5,0.3,1.583 ± 0.063,58.5 ± 2.6
random,64,0.6,0.5,0.4,1.658 ± 0.046,59.2 ± 1.8
random,64,0.7,0.5,0.0,1.563 ± 0.053,50.0 ± 1.8
random,64,0.7,0.5,0.1,1.726 ± 0.049,47.4 ± 2.0
random,64,0.7,0.5,0.2,1.613 ± 0.048,51.4 ± 1.8
random,64,0.7,0.5,0.3,1.694 ± 0.053,52.5 ± 2.0
random,64,0.7,0.5,0.4,1.766 ± 0.051,54.8 ± 2.1
random,64,0.8,0.5,0.0,1.65 ± 0.048,45.0 ± 1.5
random,64,0.8,0.5,0.1,1.587 ± 0.04,47.4 ± 1.2
random,64,0.8,0.5,0.2,1.614 ± 0.032,49.0 ± 1.5
random,64,0.8,0.5,0.3,1.626 ± 0.052,49.4 ± 2.2
random,64,0.8,0.5,0.4,1.715 ± 0.043,51.8 ± 1.3
random,64,0.9,0.5,0.0,1.575 ± 0.047,44.1 ± 1.4
random,64,0.9,0.5,0.1,1.544 ± 0.055,45.8 ± 1.6
random,64,0.9,0.5,0.2,1.597 ± 0.054,47.1 ± 1.8
random,64,0.9,0.5,0.3,1.594 ± 0.045,45.8 ± 1.5
random,64,0.9,0.5,0.4,1.611 ± 0.08,51.7 ± 1.7
random,64,1.0,0.5,0.0,1.52 ± 0.043,44.9 ± 1.7
random,64,1.0,0.5,0.1,1.499 ± 0.06,45.2 ± 1.7
random,64,1.0,0.5,0.2,1.479 ± 0.043,47.6 ± 1.7
random,64,1.0,0.5,0.3,1.623 ± 0.055,44.4 ± 1.5
random,64,1.0,0.5,0.4,1.615 ± 0.053,48.4 ± 1.6
random,96,0.1,0.5,0.0,1.635 ± 0.055,269.9 ± 8.8
random,96,0.1,0.5,0.1,1.609 ± 0.047,272.0 ± 9.1
random,96,0.1,0.5,0.2,1.496 ± 0.046,310.3 ± 9.5
random,96,0.1,0.5,0.3,1.547 ± 0.036,327.0 ± 10.0
random,96,0.1,0.5,0.4,1.737 ± 0.061,346.0 ± 11.0
random,96,0.2,0.5,0.0,1.641 ± 0.05,153.2 ± 6.0
random,96,0.2,0.5,0.1,1.596 ± 0.046,162.8 ± 5.4
random,96,0.2,0.5,0.2,1.593 ± 0.053,165.1 ± 4.7
random,96,0.2,0.5,0.3,1.7 ± 0.048,165.2 ± 5.2
random,96,0.2,0.5,0.4,1.504 ± 0.027,197.6 ± 5.6
random,96,0.3,0.5,0.0,1.516 ± 0.048,121.4 ± 4.1
random,96,0.3,0.5,0.1,1.528 ± 0.044,121.2 ± 3.5
random,96,0.3,0.5,0.2,1.564 ± 0.044,126.4 ± 3.7
random,96,0.3,0.5,0.3,1.595 ± 0.048,129.4 ± 4.4
random,96,0.3,0.5,0.4,1.605 ± 0.045,143.2 ± 3.4
random,96,0.4,0.5,0.0,1.633 ± 0.061,97.0 ± 4.1
random,96,0.4,0.5,0.1,1.601 ± 0.059,102.0 ± 4.3
random,96,0.4,0.5,0.2,1.601 ± 0.042,103.8 ± 3.5
random,96,0.4,0.5,0.3,1.604 ± 0.051,105.8 ± 3.0
random,96,0.4,0.5,0.4,1.627 ± 0.052,117.6 ± 3.9
random,96,0.5,0.5,0.0,1.574 ± 0.047,85.1 ± 2.5
random,96,0.5,0.5,0.1,1.539 ± 0.059,88.4 ± 3.5
random,96,0.5,0.5,0.2,1.615 ± 0.049,85.8 ± 2.1
random,96,0.5,0.5,0.3,1.603 ± 0.053,92.3 ± 3.0
random,96,0.5,0.5,0.4,1.589 ± 0.053,100.4 ± 3.7
random,96,0.6,0.5,0.0,1.53 ± 0.063,82.6 ± 3.9
random,96,0.6,0.5,0.1,1.569 ± 0.043,77.8 ± 2.3
random,96,0.6,0.5,0.2,1.497 ± 0.055,84.8 ± 3.4
random,96,0.6,0.5,0.3,1.509 ± 0.049,86.8 ± 2.8
random,96,0.6,0.5,0.4,1.613 ± 0.057,89.3 ± 3.6
random,96,0.7,0.5,0.0,1.502 ± 0.044,74.7 ± 2.3
random,96,0.7,0.5,0.1,1.547 ± 0.059,74.8 ± 2.9
random,96,0.7,0.5,0.2,1.608 ± 0.043,70.9 ± 2.3
random,96,0.7,0.5,0.3,1.535 ± 0.046,78.0 ± 2.8
random,96,0.7,0.5,0.4,1.614 ± 0.063,82.4 ± 3.5
random,96,0.8,0.5,0.0,1.49 ± 0.038,73.1 ± 2.2
random,96,0.8,0.5,0.1,1.591 ± 0.045,70.6 ± 2.9
random,96,0.8,0.5,0.2,1.578 ± 0.045,68.8 ± 2.7
random,96,0.8,0.5,0.3,1.526 ± 0.043,75.7 ± 2.5
random,96,0.8,0.5,0.4,1.604 ± 0.052,76.5 ± 2.8
random,96,0.9,0.5,0.0,1.511 ± 0.039,66.4 ± 2.5
random,96,0.9,0.5,0.1,1.517 ± 0.045,68.9 ± 2.5
random,96,0.9,0.5,0.2,1.531 ± 0.05,67.2 ± 1.8
random,96,0.9,0.5,0.3,1.486 ± 0.049,72.8 ± 2.3
random,96,0.9,0.5,0.4,1.616 ± 0.054,75.4 ± 2.9
random,96,1.0,0.5,0.0,1.486 ± 0.046,67.2 ± 2.3
random,96,1.0,0.5,0.1,1.471 ± 0.043,67.6 ± 2.2
random,96,1.0,0.5,0.2,1.544 ± 0.044,63.7 ± 2.2
random,96,1.0,0.5,0.3,1.507 ± 0.044,67.2 ± 2.2
random,96,1.0,0.5,0.4,1.548 ± 0.047,71.0 ± 2.1
random,128,0.1,0.5,0.0,1.595 ± 0.038,348.0 ± 11.0
random,128,0.1,0.5,0.1,1.538 ± 0.056,382.0 ± 13.0
random,128,0.1,0.5,0.2,1.585 ± 0.055,391.0 ± 14.0
random,128,0.1,0.5,0.3,1.617 ± 0.054,407.0 ± 12.0
random,128,0.1,0.5,0.4,1.673 ± 0.061,459.0 ± 22.0
random,128,0.2,0.5,0.0,1.545 ± 0.046,211.1 ± 6.2
random,128,0.2,0.5,0.1,1.544 ± 0.047,212.4 ± 7.4
random,128,0.2,0.5,0.2,1.589 ± 0.048,212.8 ± 8.1
random,128,0.2,0.5,0.3,1.692 ± 0.06,216.0 ± 10.0
random,128,0.2,0.5,0.4,1.666 ± 0.07,253.5 ± 9.8
random,128,0.3,0.5,0.0,1.682 ± 0.042,143.2 ± 3.4
random,128,0.3,0.5,0.1,1.525 ± 0.043,160.0 ± 6.3
random,128,0.3,0.5,0.2,1.593 ± 0.045,154.0 ± 4.3
random,128,0.3,0.5,0.3,1.521 ± 0.05,175.2 ± 5.7
random,128,0.3,0.5,0.4,1.734 ± 0.045,176.2 ± 5.8
random,128,0.4,0.5,0.0,1.622 ± 0.042,125.5 ± 4.6
random,128,0.4,0.5,0.1,1.594 ± 0.039,125.2 ± 3.5
random,128,0.4,0.5,0.2,1.5 ± 0.052,139.4 ± 5.4
random,128,0.4,0.5,0.3,1.595 ± 0.058,140.0 ± 5.6
random,128,0.4,0.5,0.4,1.591 ± 0.053,157.0 ± 6.1
random,128,0.5,0.5,0.0,1.454 ± 0.047,119.9 ± 3.9
random,128,0.5,0.5,0.1,1.482 ± 0.057,120.4 ± 4.2
random,128,0.5,0.5,0.2,1.583 ± 0.04,114.2 ± 3.7
random,128,0.5,0.5,0.3,1.573 ± 0.047,119.4 ± 4.4
random,128,0.5,0.5,0.4,1.641 ± 0.054,129.2 ± 4.9
random,128,0.6,0.5,0.0,1.599 ± 0.049,100.1 ± 4.5
random,128,0.6,0.5,0.1,1.532 ± 0.05,105.0 ± 4.0
random,128,0.6,0.5,0.2,1.552 ± 0.053,108.2 ± 3.9
random,128,0.6,0.5,0.3,1.544 ± 0.054,109.8 ± 4.5
random,128,0.6,0.5,0.4,1.699 ± 0.049,111.0 ± 3.7
random,128,0.7,0.5,0.0,1.538 ± 0.036,97.0 ± 3.2
random,128,0.7,0.5,0.1,1.543 ± 0.039,96.4 ± 2.9
random,128,0.7,0.5,0.2,1.6 ± 0.052,95.2 ± 3.6
random,128,0.7,0.5,0.3,1.572 ± 0.052,102.0 ± 3.8
random,128,0.7,0.5,0.4,1.528 ± 0.048,108.9 ± 3.6
random,128,0.8,0.5,0.0,1.572 ± 0.045,90.9 ± 2.6
random,128,0.8,0.5,0.1,1.555 ± 0.052,88.4 ± 3.4
random,128,0.8,0.5,0.2,1.459 ± 0.044,96.6 ± 3.7
random,128,0.8,0.5,0.3,1.535 ± 0.046,94.2 ± 3.6
random,128,0.8,0.5,0.4,1.555 ± 0.06,102.0 ± 4.0
random,128,0.9,0.5,0.0,1.52 ± 0.04,87.1 ± 2.9
random,128,0.9,0.5,0.1,1.537 ± 0.04,86.8 ± 3.3
random,128,0.9,0.5,0.2,1.591 ± 0.044,86.3 ± 3.1
random,128,0.9,0.5,0.3,1.506 ± 0.053,93.8 ± 3.9
random,128,0.9,0.5,0.4,1.501 ± 0.043,98.4 ± 3.3
random,128,1.0,0.5,0.0,1.545 ± 0.05,82.8 ± 3.4
random,128,1.0,0.5,0.1,1.58 ± 0.041,81.0 ± 2.9
random,128,1.0,0.5,0.2,1.525 ± 0.048,87.4 ± 3.2
random,128,1.0,0.5,0.3,1.501 ± 0.038,88.4 ± 2.8
random,128,1.0,0.5,0.4,1.526 ± 0.058,93.4 ± 3.8
